id,original_title,predicted_genres
79650,സാഗർ എലിയാസ് ജാക്കി റീലോഡഡ്,['crime']
79653,அது ஒரு கனா காலம்,['crime']
79660,3,['romance']
79661,Irumbu Kottai Murattu Singam,['western']
79665,இம்சை அரசன் 23ம் புலிகேசி,['history']
79672,பலே பாண்டியா,['biography']
79731,सूरज का सातवां घोड़ा,['romance']
79787,எம் மகன்,['romance']
79789,காதல்,['romance']
79805,4 ദി പീപ്പിൾ,['family']
79813,அழகாய் இருக்கிறாய் பயமாய் இருக்கிறது,['romance']
79819,దడ,['crime']
79820,Vastadu Naa Raju,['animation']
79843,Dr. Love,['romance']
79876,मिले - ना मिले - हम,['family']
79897,പ്രാഞ്ചിയേട്ടൻ & The Saint,['biography']
79982,हां बॉस,['romance']
79990,देसी बॉयज़,['family']
80156,ग़दर: एक प्रेम कथा,['romance']
80223,தாவணிக் கனவுகள்,['romance']
80225,நீ வருவாய் என,['family']
80226,നരേന്ദ്രൻ മകൻ ജയകാന്തൻ വക,['biography']
80227,Kannadi Pookal,['romance']
80229,குண்டக்க மண்டக்க,['biography']
80238,அம்புலி,['horror']
80245,பூ பறிக்க வருகிறோம்,['family']
80249,Vaada,['romance']
80250,Aai,['crime']
80251,சாக்லேட்,['musical']
80276,దూకుడు,['mystery']
80278,The Impossible,['thriller']
80281,ఊసరవెల్లి,['crime']
80321,Madagascar 3: Europe's Most Wanted,['kids']
80391,సాంబ,['family']
80395,ఆది,['romance']
80484,Guide,['family']
80539,పంజా,['family']
80556,शतरंज के खिलाड़ी,['history']
80798,అన్నమయ్య,['biography']
80802,దేవదాసు,['romance']
80804,బాస్,['romance']
80805,సింహాద్రి,['crime']
80826,ఆడవారి మాటాలకు అర్ధాలు వేరులే,['romance']
80827,సమరసింహా రెడ్డి,['family']
80833,అందరి బంధువయ,['family']
80834,ఆనందం,['mystery']
80856,అర్జున్,['family']
80859,అంతఃపురం,['family']
80862,అనుకోకుండా ఒక రోజు,['horror']
80864,అశోక్,['crime']
80880,ఆర్య,['romance']
80885,అల్లుడుగారు,['romance']
80889,అష్ట చమ్మ,['romance']
80921,బద్రి,['romance']
80922,రణం,['crime']
80923,ఔను-వాళ్ళిద్దరూ ఇష్టపడ్డారు!,['romance']
80924,భద్ర,['animation']
80925,బిందాస్,['comedy']
80926,Dubai Seenu,['romance']
80929,చందమామ,['romance']
80930,చెన్నకేశవ రెడ్డి,['crime']
80931,Criminal,['biography']
80938,Aavesham,['family']
80940,Ramayanam,['animation']
80942,బావగారూ బాగున్నారా,['romance']
80943,బ్లేడ్ బాబ్జీ,['crime']
80944,భైరవ ద్వీపం,['family']
80945,భాగ్యలక్ష్మి బంపర్ డ్రా,['animation']
80948,కృష్ణ,['romance']
80949,ఎ ఫిల్మ్ బై అరవింద్,['thriller']
80950,చిత్రం,['romance']
80994,గమ్యం,['romance']
80996,దిల్,['romance']
81002,రాఖీ,['family']
81005,Jack the Giant Slayer,['war']
81050,గణేష్,['romance']
81051,గోదావరి,['romance']
81053,ధర్మ చక్రం,['drama']
81054,ధర్మక్షేత్రం,['romance']
81058,గోరింటాకు,['romance']
81060,హ్యాపీ,['family']
81061,హరే రామ,['crime']
81062,జగడం,['crime']
81063,Janaki Ramudu,['family']
81064,కలిసుందాం రా,['family']
81065,కంత్రి,['action']
81066,Karthavyam,['animation']
81068,ఖడ్గం,['crime']
81070,ఖుషి,['romance']
81071,కొంచెం టచ్లో వుంటే చెపుతాను !,['thriller']
81072,క్షణ క్షణం,['mystery']
81078,లక్ష్మీనరసింహా,['crime']
81079,Lakshyam,['crime']
81080,మొగుడు,['family']
81081,Mahanandi,['crime']
81082,మల్లీశ్వరి,['family']
81083,మన్మథుడు,['romance']
81085,మంత్ర,['horror']
81087,మస్కా,['romance']
81088,మాస్,['crime']
81089,మిస్సమ్మ,['biography']
81130,ஜித்தன்,['mystery']
81136,Pillayar Theru Kadaisi Veedu,['animation']
81137,ஓரு நடிகையின் வாக்குமூலம்,['family']
81148,ഏകാന്തം,['family']
81168,തന്മാത്ര,['comedy']
81188,Rise of the Guardians,['action']
81236,Solo,['romance']
81238,Pellaina Kothalo,['family']
81239,ಆ ದಿನಗಳು,['crime']
81273,The Dirty Picture,['family']
81551,किंग अंकल,['drama']
81768,ചാപ്പാ കുരിശ്,['romance']
81898,ప్రయాణం,['romance']
81975,ఫిటింగ్ మాస్టర్,['family']
81986,కల్యాణ్ రామ్ కత్తి,['family']
81997,వినాయకుడు,['romance']
81999,కొత్త బంగారు లోకం,['romance']
82124,மௌனராகம்,['romance']
82168,నా అల్లుడు,['crime']
82176,Nachavule,['romance']
82193,साहेब,['biography']
82194,मेरे सनम,['romance']
82197,Nenu Meeku Telusa...?,['mystery']
82199,भूत बंगला,"['horror', 'thriller']"
82200,నువ్వే కావాలి,['romance']
82201,నువ్విలా,['romance']
82213,నీ... స్నేహం!,['romance']
82214,నువ్వే... నువ్వే...,['romance']
82243,गुमनाम,['mystery']
82246,अब दिल्ली दूर नहीं,['crime']
82253,నువ్వు లేక నేను లేను,['romance']
82255,నువ్వు నాకు నచ్చావ్,['romance']
82264,ఒకరికి ఒకరు,['romance']
82274,अघाट,['war']
82310,Yagnam,['war']
82316,Yuvakudu,['family']
82322,వర్షం,['romance']
82324,తులసి,['war']
82439,परिचय,['family']
82507,Sinister,"['mystery', 'horror']"
82567,सुजाता,['family']
82568,సత్యం,['romance']
82572,స్టూడెంట్ నెం.1,['romance']
82574,సొంతం,['romance']
82575,Indian,['crime']
82578,Kranti,['war']
82595,बन्दिनी,['crime']
82600,ప్రేమించుకుందాం రా,['romance']
82604,ప్రియమైన నీకు,['romance']
82605,రక్షణ,['crime']
82606,Rowdy Inspector,['family']
82611,రౌడీగారి పెళ్ళాం,['family']
82615,సీతయ్య,['crime']
82675,Taken 2,['crime']
82690,Wreck-It Ralph,['action']
82693,Silver Linings Playbook,['family']
82695,Les Misérables,['history']
82698,Ladies VS. Ricky Bahl,['crime']
82702,How to Train Your Dragon 2,['adventure']
82703,Mr. Peabody & Sherman,['sci-fi']
82720,యమలీల,['adventure']
82723,వాసు,['musical']
82725,ఉల్లాసంగా ఉత్సాహంగా,['romance']
82727,టక్కరి దొంగ,['western']
82728,స్వయంవరం,['romance']
82749,స్వర్ణకమలం,['biography']
82752,Subhakankshalu,['romance']
82754,శ్రీవారికి ప్రేమలేఖ,['romance']
82774,సితార,['family']
82777,సింధూరం,['war']
82780,సింహాసనం,['family']
82782,శుభలగ్నం,['family']
82785,Subhapradam,['family']
82788,Sri Sitaramula Kalyanam Chutamu Rarandi,['romance']
82825,कहानी,['mystery']
82895,చట్టం,['family']
82901,"కథ, స్క్రీన్‌ప్లే, దర్శకత్వం, అప్పల్రాజు",['comedy']
82903,तेरे घर के सामने,['romance']
82909,Nenu Naa Rakshasi,['crime']
83154,నాగవల్లి,['mystery']
83382,Players,['crime']
83533,Avatar: Fire and Ash,['adventure']
83542,Cloud Atlas,['drama']
83595,परख,['family']
83648,मेरे अपने,['family']
83666,Moonrise Kingdom,['documentary']
83824,బన్నీ,['family']
83829,வெப்பம்,['romance']
83832,सरगम,['musical']
83889,బిజినెస్ మాన్,['crime']
83902,ना तुम जानो ना हम,['romance']
83903,वाह! लाइफ हो तोह ऐसी!,['horror']
84321,मेज़र साब,['war']
84368,മണിച്ചിത്രത്താഴ്,['horror']
84371,കാര്യസ്ഥൻ,['family']
84377,മേരിയ്ക്കുണ്ടൊരു കുഞ്ഞാട്,['biography']
84504,చిరుత,['family']
84533,एक मैं और एक तू,['romance']
84693,नरम गरम,['romance']
84858,अग्निपथ,['crime']
84892,The Perks of Being a Wallflower,['family']
84967,ട്വന്‍റി 20,['crime']
85043,Tere Naal Love Ho Gaya,['family']
85050,एजेंट विनोद,['mystery']
85052,हाउसफुल २,['family']
85053,जन्नत २,['crime']
85089,കേരള കഫെ,['adventure']
85338,നീലത്താമര,['thriller']
85342,മേക്കപ്പ്മാൻ,['animation']
85430,Girl Play,['romance']
85810,కొంచెం ఇష్టం కొంచెం కష్టం,['family']
85813,మురారి,['family']
85818,పిల్లజమీందార్,['biography']
85824,సైనికుడు,['thriller']
85952,మడత కాజా,['family']
85985,एक था टाइगर,['crime']
85992,तेज़,['thriller']
86004,तलाश,"['crime', 'mystery']"
86134,కన్యాశుల్కం,['family']
86136,Kondaveeti Simham,['family']
86137,దాన వీర శూర కర్ణ,['drama']
86140,మహామంత్రి తిమ్మరుసు,['history']
86141,జస్టస్ చౌదరి,['mystery']
86146,గుండమ్మ కథ,['family']
86147,పాండవ వనవాసము,['war']
86148,మిస్సమ్మ,['family']
86291,मंज़िल,['family']
86411,कुछ मीठा हो जाए,['romance']
86576,Paap,['biography']
86607,ఓయ్!,['romance']
86712,Kandireega,['crime']
86717,ఓ మై ఫ్రెండ్,['romance']
86718,7 ஆம் அறிவு,['sci-fi']
86719,బాడీగార్డ్,['romance']
86834,Noah,['thriller']
87101,Terminator Genisys,['sci-fi']
87149,पेरिस की एक शाम,['thriller']
87167,वो सात दिन,['romance']
87168,अल्बर्ट पिन्टो को गुस्सा क्यों आता है,['family']
87428,That's My Boy,['romance']
87502,Flight,['action']
87516,Oldboy,['mystery']
87613,బంగారు బుల్లోడు,['romance']
87614,సై,['family']
87619,Vijayendra Varma,['biography']
87681,మేజర్ చంద్రకాంత్,['sci-fi']
87697,Bajrangbali,['biography']
87818,Movie 43,['animation']
87826,Here Comes the Boom,['musical']
87827,Life of Pi,['adventure']
87995,Ek Ajnabee,['war']
88093,എലിപ്പത്തായം,['family']
88222,నా గర్ల్ ఫ్రెండ్ బాగా రిచ్,['comedy']
88316,புதிய பறவை,['romance']
88941,A Scream in the Streets,"['crime', 'mystery']"
89832,శ్రీ క్రిష్ణపాండవీయం,['family']
89837,పాండురంగ మహత్యం,['musical']
89838,పాతాళ భైరవి,['adventure']
90634,हम तुम्हारे हैं सनम,['romance']
91310,Ekk Deewana Tha,['romance']
91314,Transformers: Age of Extinction,['action']
91417,Dragons: Gift of the Night Fury,['adventure']
91586,Insidious: Chapter 2,['horror']
91833,Poola Rangadu,['western']
92193,शिवा,['crime']
93456,Despicable Me 2,['action']
93519,कारन अर्जुन,['romance']
93610,चौदहवीं का चाँद,['romance']
94372,ఇష్క్,['romance']
94898,నమో వెంకటేశ,['romance']
94912,అడవి రాముడు,['crime']
94965,ఒక్కడు,['romance']
94970,सदगति,['family']
94978,Pravarakyudu,['romance']
94987,Sri Rama Rajyam,['documentary']
96112,Arjun,['crime']
96147,Aankhen,['mystery']
96156,अर्थ,['romance']
96159,चमेली की शादी,['family']
96398,पान सिंह तोमर,['biography']
96721,Rush,['crime']
96732,आराधना,['romance']
97020,RoboCop,['crime']
97027,जोगर्स पार्क,['biography']
97326,ब्लफ़ मास्टर,['comedy']
97341,दीवाने हुए पागल,['romance']
97342,వేదం,['thriller']
97343,ఠాగూర్,['crime']
97350,अग्नि वर्षा,['action']
97351,फिर भी दिल है हिंदुस्तानी,['crime']
97356,अस्तित्व,['mystery']
97361,D,['crime']
97367,The Place Beyond the Pines,['crime']
97370,Under the Skin,['family']
97437,हम किसी से कम नहीं,['romance']
97438,Hyderabad Blues,['romance']
97442,करीब,['family']
97472,प्यार इश्क और मोहब्बत,['family']
97630,Zero Dark Thirty,['documentary']
98122,वीराना,['horror']
98566,Teenage Mutant Ninja Turtles,['action']
99106,Mahakaal,['horror']
99109,ஆனந்தம்,['family']
99116,ஏப்ரல் மாதத்தில்,['romance']
99122,எனக்கு 20 உனக்கு 18,['romance']
99132,எத்தன்,['romance']
99139,Five Star,['romance']
99158,గోకులంలో సీత,['family']
99177,ஏய்! நீ ரொம்ப அழகா இருக்கே!,['romance']
99190,காதலிக்க நேரமில்லை,['romance']
99191,களவாணி,['romance']
99193,கனா கண்டேன்,['family']
99350,Brahmi gadi Katha,['comedy']
99354,Prema Kavali,['romance']
99414,கண்ட நாள் முதல்,"['romance', 'family']"
99619,குங்குமபூவும் கொஞ்சும்புறாவும்,['family']
99623,Police Police,['crime']
99861,Avengers: Age of Ultron,['action']
100344,Rhapsody Rabbit,['kids']
100402,Captain America: The Winter Soldier,['war']
100681,शंघाई,['mystery']
101299,The Hunger Games: Catching Fire,['war']
101728,विजय,['romance']
101736,జై లవ కుశ,['crime']
101737,राम बलराम,['family']
101747,चोरी मेरा काम,['crime']
101774,तकदीरवाला,['adventure']
101793,காதலில் சொதப்புவது எப்படி,['romance']
101834,ਪਵਿੱਤਰ ਪਾਪੀ,['adventure']
102353,चाहत,['romance']
102358,त्रिमूर्ति,['mystery']
102382,The Amazing Spider-Man 2,['action']
102467,अविनाश,['romance']
102632,Rowdy Rathore,['crime']
102651,Maleficent,['biography']
102899,Ant-Man,['action']
103048,China Gate,['war']
103073,अर्ध सत्य,"['crime', 'mystery']"
103212,रक्त,['mystery']
103227,కొండవీటి దొంగ,['fantasy']
103236,ज़ंजीर,['crime']
103243,विक्की डोनर,['family']
103352,வீராப்பு,['drama']
103558,Loafer,['crime']
103640,इशकज़ादे,['romance']
103820,वक्त की आवाज़,['crime']
103865,मेरा गाँव मेरा देश,['adventure']
104065,बड़े दिल वाला,['biography']
104069,నిప్పు,['war']
104438,तृष्णा,['romance']
104565,खून और पानी,['western']
104722,मज़बूर,['crime']
104728,అయ్యారే,['thriller']
105025,दिल का रिश्ता,['romance']
105315,സിറ്റി ഓഫ് ഗോഡ്,['drama']
105379,Blood Money,['crime']
105504,കാസനോവ,['crime']
105506,ഗ്രാന്‍റ്മാസ്റ്റര്‍,['crime']
105864,The Good Dinosaur,['adventure']
106093,तीसरी आँख,['crime']
106596,एक चादर मैली सी,['romance']
106646,The Wolf of Wall Street,['crime']
106844,வேதம் புதிது,['romance']
106862,Vardi,['crime']
107548,चोरी चोरी चुपके चुपके,['romance']
107564,मौसम,['drama']
107590,தமிழ்ப்படம்,['family']
107745,साजन,['family']
107747,Beta,['romance']
107798,राहु केतु,['crime']
107800,Manoranjan,['crime']
107937,भूत,['horror']
108016,त्रिशूल,['crime']
108248,Friends,['family']
108286,तीसरी मंज़िल,"['crime', 'mystery']"
108338,सावन की घटा,['family']
108340,బెజవాడ,['crime']
108368,जुदाई,['family']
108377,धर्मात्मा,['biography']
108399,सफ़ेद झूठ,['thriller']
108603,द फॉरेस्ट,['adventure']
109001,शिवा,['horror']
109028,Mohra,['crime']
109221,चिट्टागोंग,['adventure']
109369,స్నేహితుడా,['romance']
109393,काला बाज़ार,['crime']
109418,Grown Ups 2,['family']
109439,The Hangover Part III,['action']
109445,Frozen,['adventure']
109457,इम्तहान,['family']
109586,खुदगर्ज़,['romance']
109835,வழக்கு எண் 18/9,['romance']
109907,Hate Story,['crime']
110846,ब्रह्मचारी,['romance']
110865,दहलीज़,['comedy']
111540,லேசா லேசா,['biography']
111543,மாசிலாமணி,['romance']
111558,மாயாண்டி குடும்பத்தார்,['animation']
111563,மெரினா,['romance']
111581,மாஸ்கோவின் காவேரி,['romance']
111583,மெளனம் பேசியதே,['romance']
111587,Naan Avan Illai,['romance']
111589,நடுநிசி நாய்கள்,['horror']
111592,நந்தலாலா,['family']
111614,நந்தா,['crime']
111622,நினைத்தாலே இனிக்கும்,['horror']
111836,గబ్బర్ సింగ్,['crime']
112112,போர்க்களம்,['animation']
112118,ரேனிகுண்டா,['crime']
112121,சதுரங்கம்,['romance']
112235,சத்தம் போடாதே,['family']
112241,சத்யம்,"['crime', 'mystery']"
112306,திருடா திருடா,"['crime', 'mystery']"
112309,திருவிளையாடல் ஆரம்பம்,['family']
112314,தூங்கா நகரம்,['family']
112322,உன்னாலே உன்னாலே,['romance']
112846,తొలిప్రేమ,['romance']
112876,வெண்ணிலா கபடிகுழு,['family']
112936,Bol Bachchan,['crime']
113728,దమ్ము,['family']
113772,అగ్గి బరట,['war']
113775,భలే దొంగలు,['crime']
114433,हरे रामा हरे कृष्णा,['adventure']
114436,अंजाम,['romance']
114623,முப்பொழுதும் உன் கற்பனைகள்,['romance']
114711,आरती,['romance']
114756,அரவான்,['crime']
114900,மனம் கொத்திப் பறவை,['romance']
114904,பசங்க,['family']
115048,ఆవిడా మా ఆవిడే,['family']
115050,Akkada Ammayi Ikkada Abbayi,['animation']
115056,Allari,['romance']
115066,అందరివాడు,['family']
115067,అంజి,['fantasy']
115068,Anasuya,"['thriller', 'crime']"
115070,Asthram,['family']
115074,Gunda Mawali,['animation']
115075,ఆవకాయ బిర్యాని,"['family', 'drama', 'romance']"
115124,आवारा पागल दीवाना,['crime']
115153,Kismat,['crime']
115235,यादें,['family']
115265,Azaad,['action']
115268,బాలు,['war']
115270,லீலை,['romance']
115271,வாகை சூட வா,['family']
115290,Blue Lagoon: The Awakening,['romance']
115428,രതിനിര്‍വേദം,['family']
115430,மகாராஜா,['biography']
115432,ഉറുമി,['biography']
115612,मंज़िल मंज़िल,['romance']
115692,ഈ അടുത്ത കാലത്ത്,['biography']
115905,कालो,['adventure']
115953,Kadhalil Vizhunthen,['animation']
116149,Paddington,['family']
116185,Billa II,['crime']
116192,யோகி,['thriller']
116647,நீதானே என் பொன்வசந்தம்,['romance']
117005,బావ,['musical']
117008,బెండు అప్పారావ్ ఆర్. ఎం. పి,['family']
117010,Bommana Brothers Chandana Sisters,['family']
117021,బ్రహ్మలోకం టు యమలోకం వయా భూలోకం,['romance']
117029,బుజ్జిగాడు,['romance']
117035,బంపర్ ఆఫర్,['family']
117051,చుక్కల్లో చంద్రుడు,['crime']
117053,சுழல்,['romance']
117058,దేశముదురు,['crime']
117071,Dongodu,['animation']
117072,தோனி,['family']
117076,ఈ అబ్బాయి చాలా మంచోడు,['romance']
117086,Ela Cheppanu,['comedy']
117091,గాయం-2,['crime']
117092,గంగోత్రి,['war']
117093,గుడుంబా శంకర్,['crime']
117135,दरवाजा बंद रखो,['crime']
117319,விஸ்வரூபம்,['romance']
117322,फुटपाथ,"['crime', 'mystery']"
117345,मस्त,['romance']
117368,तह्ज़ीब,['family']
117415,జై చిరంజీవ,['comedy']
117417,జయం మనదేరా !,['romance']
117420,Jayeebhava,['war']
117421,ఝుమ్మందినాదం,['romance']
117691,गैंग्स ऑफ़ वास्सेपुर पार्ट - १,['crime']
117751,ഉസ്‌താദ്‌ Hotel,['family']
117782,चार दिन की चांदनी,['romance']
117834,కళ్యాణ రాముడు,['animation']
117844,కృష్ణార్జున,['family']
117847,మా అల్లుడు వెరీగుడ్,['comedy']
118032,फरारी की सवारी,['family']
118051,कॉकटेल,['family']
118133,इजाज़त,['family']
118340,Guardians of the Galaxy,['sci-fi']
118347,सन्यासी,['family']
118628,इंग्लिश विंग्लिश,['family']
118632,Ghatak: Lethal,['drama']
118809,Jigar,['crime']
119123,ஆரண்ய காண்டம்,['crime']
119450,Dawn of the Planet of the Apes,['documentary']
120115,The Origin of Stitch,['mystery']
120149,സ്പിരിറ്റ്,['romance']
120150,തട്ടത്തിൻ മറയത്ത്,['family']
120467,The Grand Budapest Hotel,['biography']
120775,പദ്മശ്രീ ഭരത് ഡോ. സരോജ് കുമാര്‍,['crime']
120805,മഞ്ചാടിക്കുരു,['family']
120942,तेरी मेरी कहानी,['romance']
120956,రచ్చ,['family']
121125,कालिया,['crime']
121473,Anita,['horror']
121487,मेरे महबूब,['romance']
121594,उपकार,['family']
121610,शहीद,"['biography', 'war', 'documentary']"
121856,Assassin's Creed,['war']
122783,Lovely,['romance']
122835,സ്പാനിഷ് മസാല,['comedy']
122906,About Time,['sci-fi']
122917,The Hobbit: The Battle of the Five Armies,['war']
123023,കയ്യൊപ്പ്,['drama']
123196,ಸೂಪರ್,['animation']
124052,ഇന്ത്യൻ റുപ്പി,['biography']
124093,Jism 2,['crime']
124438,Contract,['crime']
124595,खून भरी माँग,['crime']
124734,மம்பட்டியான்,['crime']
124905,Godzilla,['action']
125223,राम-अवतार,['romance']
125237,അരികെ,['romance']
125297,किशन कन्हैया,['romance']
125509,Wrong Turn 5: Bloodlines,['western']
125835,జులాయి,['crime']
126400,गैंग्स ऑफ़ वास्सेपुर पार्ट - २,['war']
126889,Alien: Covenant,['adventure']
126969,കഥാപുരുഷൻ,['war']
127498,राज़ 3,['fantasy']
127501,बर्फी!,['family']
127531,दीवार,['action']
127585,X-Men: Days of Future Past,['action']
127763,मातृभूमि,['family']
127768,Aatank,['thriller']
127772,आप के दीवाने,['mystery']
127927,ఆలీబాబా అరడజను దొంగలు,"['mystery', 'crime']"
128082,अरविन्द देसाई की अजीब दास्तान,['romance']
128206,शाहिद,['crime']
128232,ಕೂರ್ಮಾವತಾರ,['biography']
128916,Mirattal,['crime']
129088,22 ഫീമെയിൽ കോട്ടയം,['romance']
129146,താപ്പാന,['adventure']
129358,മായാമോഹിനി,['romance']
129439,ബാച്ച്‌ലർ PARTY,['crime']
129441,ഓര്‍ഡിനറി,['animation']
129848,அட்டகத்தி,['romance']
130371,റൺ ബേബി റൺ,['crime']
131242,जागते रहो,['mystery']
131318,पार्टी,['mystery']
131631,The Hunger Games: Mockingjay - Part 1,['western']
131634,The Hunger Games: Mockingjay - Part 2,['war']
131940,जोश,['crime']
132189,ആദാമിന്‍റെ  മകൻ അബു,['biography']
132232,Mama,['horror']
132316,जब तक है जान,['romance']
132338,Saaransh,['family']
132437,Chakram,['romance']
132440,Current,['romance']
132445,Danger,['crime']
132456,Kurradu,['animation']
132465,Money,['crime']
132622,ഫ്രൈഡേ,['romance']
132744,वन २ का ४,"['mystery', 'crime']"
134016,சுந்தர பாண்டியன்,['romance']
134215,Heroine,['drama']
134296,ആകാശത്തിന്‍റെ നിറം,['family']
134303,മല്ലൂ സിംഗ്,['mystery']
134374,Pain & Gain,['crime']
134446,चाची ४२०,['family']
134468,ബോയിംഗ് ബോയിംഗ്,['romance']
134474,ഗോഡ്ഫാദർ,['romance']
134477,സന്ദേശം,['family']
134702,கலகலப்பு,['family']
134841,मकड़ी,['comedy']
135041,അൻവർ,['biography']
135199,एक हसीना थी,['crime']
135212,സോൾട്ട് ആന്‍റെ പെപ്പർ,['romance']
135223,കോക്ക്ടെയൽ,['romance']
135397,Jurassic World,['adventure']
135469,शिरीन फरहाद की तो निकल पड़ी,['family']
135542,ട്രിവാൻഡ്രം ലോഡ്ജ്,['adventure']
135706,അപരൻ,['mystery']
135718,ओएमजी - ओ माय गॉड!,['drama']
136411,മോളി ആന്‍റി ROCKS!,['family']
136615,Kasoor,['crime']
136627,देवदास,['family']
136688,Yakeen,['mystery']
136797,Need for Speed,['action']
136799,Trolls,['kids']
137106,The Lego Movie,['action']
137113,Edge of Tomorrow,['action']
137164,Bulandi,['biography']
137248,Chiru Navvuto,['romance']
137249,దొంగల ముఠా,['romance']
137273,మహాత్మ,['crime']
137280,Maro Charitra,['animation']
137344,നമുക്ക് പാർക്കാൻ,['crime']
137364,మనీ మనీ మోర్ మనీ,['crime']
137374,మృగరాజు,['horror']
137385,Naa Style Veru,['crime']
137404,കോബ്ര,['action']
137423,ബ്യൂട്ടിഫുൾ,['romance']
137439,दिल है कि मानता नहीं,['romance']
137440,నరసింహ నాయుడు,['biography']
137443,నవ్వులే నవ్వులు,['family']
137452,Neninthe,['thriller']
137455,నిన్నే పెళ్ళాడతా,['romance']
137462,నువ్వా నేనా,['romance']
137466,Nuvvu Vastavani,['romance']
137468,Okka Magaadu,['family']
137471,ఒక్కడున్నాడు,['crime']
137472,ఒంటరి,['crime']
137888,கல்லூரி,['romance']
138078,Shirdi Sai,['biography']
138103,The Expendables 3,['action']
138122,Student of the Year,['biography']
138155,Aatish,['crime']
138369,धनवान,['romance']
138370,लव शव ते चिकन खुराना,['crime']
138667,కెమెరామెన్ గంగతో రాంబాబు,['crime']
138720,సూపర్‌మేన్,['family']
138832,We're the Millers,['crime']
138843,The Conjuring,"['horror', 'mystery']"
138934,Damini,['drama']
138952,Thadaiyara Thaakka,['crime']
139038,A Haunted House,['horror']
139357,பீட்சா,['horror']
139476,കിലുക്കം,['crime']
139521,मटरू की बिजली का मंडोला,['romance']
139533,അയാളും ഞാനും തമ്മില്‍,['romance']
139656,Mere Yaar Ki Shaadi Hai,['romance']
139658,ജവാൻ ഓഫ് വെള്ളിമല,['documentary']
139662,மாற்றான்,['biography']
139887,"Love, Wrinkle-free",['family']
140231,Elaan,['crime']
140299,ஆட்டோகிராஃப்,['romance']
140300,Kung Fu Panda 3,['war']
140422,तुमसा नहीं देखा,['mystery']
140607,Star Wars: The Force Awakens,['war']
140883,प्रहार,['war']
140896,Son of Sardaar,['family']
141052,Justice League,['action']
141139,कृष्ण और कंस,['animation']
141166,दिल आशना है,['musical']
141289,പോക്കിരി രാജ,['crime']
141296,சாட்டை,['family']
141613,जीत,['crime']
141929,ഹീറോ,['biography']
141938,ഡയമണ്ട് നെക്‌ലെയ്സ്,['biography']
142278,ഒരേ കടൽ,['adventure']
142412,कौन,['horror']
142435,വൈശാലി,['fantasy']
142483,യുഗപുരുഷന്‍,['biography']
142631,लव के लिये कुछ भी करेगा,['crime']
142673,दीवाना मस्ताना,['crime']
142948,ട്രാഫിക്,['thriller']
143010,துப்பாக்கி,['crime']
143385,അലിഭായ്,['crime']
143389,ഭൂപടത്തില്‍ ഇല്ലാത്ത ഒരിടം,['mystery']
143421,बाज़ी,['action']
143540,कीमत,['crime']
143543,कश्मीर की कली,['family']
143785,സിംഹാസനം,['family']
143844,दोस्ताना,['crime']
143881,Suhaag,['crime']
143889,नगीना,['thriller']
143975,सत्यम शिवम सुंदरम,['romance']
143976,ज़िद्दी,['horror']
144672,सागर,['romance']
145335,ఢమరుకం,['romance']
145893,తకిత తకిట,"['romance', 'family', 'drama']"
146233,Prisoners,['thriller']
146255,Ajooba,['biography']
146270,Vaastav,['crime']
146582,நடுவுல கொஞ்சம் பக்கத்தை காணோம்,['romance']
146584,பரதேசி,['war']
146591,கும்கி,['adventure']
146658,Chaarulatha,['horror']
146671,மௌன குரு,['crime']
146819,కృష్ణం వందే జగద్గురుం,['family']
146870,நீர்ப்பறவை,['mystery']
147405,दबंग्ग 2,['crime']
147441,Exodus: Gods and Kings,['documentary']
147609,1921,['documentary']
147767,Khiladi 786,['crime']
147815,கடல்,['crime']
148265,ఈగ,['romance']
148284,எந்திரன்,['romance']
148808,గీతాంజలి,['romance']
148839,సూపర్,['romance']
148884,శంకర్ దాదా ఎం.బి.బి.ఎస్.,['family']
148893,മിസ്റ്റർ മരുമകൻ,['family']
149262,Yeto Vellipoyindhi Manasu,['romance']
149390,கண்ணா லட்டு தின்ன ஆசையா,['romance']
150108,परदेसी,['adventure']
150284,ചാപ്റ്റേഴ്സ്,['romance']
150540,Inside Out,['drama']
150689,Cinderella,['horror']
150768,റാംജിറാവ് സ്പീക്കിങ്ങ്,['mystery']
150770,മാന്നാർമത്തായി സ്പീക്കിങ്ങ്,['comedy']
151036,My ബോസ്,['sci-fi']
151321,ബെസ്റ്റ് ആക്ടര്‍,['biography']
151351,മായാവി,['crime']
151363,எதிர் நீச்சல்,['biography']
151377,ഒഴിമുറി,['family']
151484,Passenger,['romance']
151485,Thirakkatha,['biography']
151486,കറുത്തപക്ഷികൾ,['biography']
151488,Masters,['romance']
151633,ചിന്താവിഷ്ടയായ ശ്യാമള,['family']
151635,അപൂർവരാഗം,['romance']
151637,ഭ്രമരം,['crime']
151639,നരന്‍,['family']
151661,പ്രണയം,['romance']
151662,ഒരു വടക്കൻ വീരഗാഥ,['war']
151666,സ്വപ്നക്കൂട്,['romance']
151842,പൊന്നാപുരം കോട്ട,['family']
151875,ഈ പട്ടണത്തില്‍ ഭൂതം,['horror']
151878,റെഡ് ചില്ലീസ്,['crime']
151879,പ്രാദേശിക വാര്‍ത്തകള്‍,['romance']
151909,അനിയത്തിപ്രാവ്,['romance']
151915,ആനച്ചന്തം,['animation']
151920,സ്വപ്ന സഞ്ചാരി,['romance']
